s	pop	prob_EUR	prob_EAS	prob_AMR	prob_CSA	prob_AFR	prob_OCE	prob_MID	true_pop
HG01507	EUR	0.996183242627163	0.0006460983305927752	0.0014750941078422255	0.00039436883371449314	0.0005336156387789599	0.00036975135339415176	0.00039782910851436746	EUR
HG01524	EUR	0.9961842341498891	0.000645927213110827	0.0014747094095327764	0.00039425558623385057	0.0005334686196500595	0.000369668803097518	0.00039773621848590015	EUR
HG01536	EUR	0.9961842547539966	0.000645924493808239	0.0014746981842333198	0.00039425397581678865	0.0005334667202203999	0.0003696672787864367	0.0003977345931382326	EUR
HG01571	AMR	0.00024324995801001695	0.0008747886448431292	0.9959722657717088	0.0005720750455790697	0.0012765827621349433	0.0004844799633173968	0.0005765578544065419	AMR
HG01578	AMR	0.00025880301428705504	0.0009245314412705668	0.9956926470360278	0.0006296936031036843	0.0013742079457375936	0.0005114569619623546	0.0006086599976108304	AMR
HG01607	EUR	0.9961831828899256	0.000646106214643792	0.001475126653361319	0.00039437350288595646	0.0005336211458297769	0.0003697557726316816	0.0003978338207220102	EUR
HG01686	EUR	0.9960719307475732	0.0006606125318766448	0.0015339306560530623	0.00040324447764623076	0.0005454571132840926	0.00037805032209009174	0.00040677415147697944	EUR
HG01761	EUR	0.9961842528465827	0.00064592474554639	0.0014746992234085123	0.0003942541249003953	0.0005334668960592544	0.00036966741989882	0.0003977347436040329	EUR
HG01773	EUR	0.9961842331506191	0.0006459273449930447	0.001474709953944397	0.00039425566433672857	0.0005334687117696029	0.0003696688770243829	0.00039773629731289093	EUR
HG01777	EUR	0.9960729501618422	0.000660437711848833	0.0015335311715346093	0.00040312876557572233	0.0005453069329054933	0.00037796599851809527	0.000406679257775107	EUR
HG01785	EUR	0.9961842539322392	0.0006459246022627749	0.0014746986319336393	0.0003942540400454058	0.0005334667959757895	0.000369667339580869	0.00039773465796233057	EUR
HG01801	EAS	0.00043845797662103004	0.9976435897996231	0.0005593071762929038	0.00016479793081312712	0.0004972416077597296	0.0003162628003520913	0.00038034270853796835	EAS
HG01840	EAS	0.00043845797662103004	0.9976435897996231	0.0005593071762929038	0.00016479793081312712	0.0004972416077597296	0.0003162628003520913	0.00038034270853796835	EAS
HG01853	EAS	0.00043845797662103004	0.9976435897996231	0.0005593071762929038	0.00016479793081312712	0.0004972416077597296	0.0003162628003520913	0.00038034270853796835	EAS
HG01858	EAS	0.00043845797662103004	0.9976435897996231	0.0005593071762929038	0.00016479793081312712	0.0004972416077597296	0.0003162628003520913	0.00038034270853796835	EAS
HG01868	EAS	0.00043845797662103004	0.9976435897996231	0.0005593071762929038	0.00016479793081312712	0.0004972416077597296	0.0003162628003520913	0.00038034270853796835	EAS
HG01870	EAS	0.00043845797662103004	0.9976435897996231	0.0005593071762929038	0.00016479793081312712	0.0004972416077597296	0.0003162628003520913	0.00038034270853796835	EAS
HG01878	EAS	0.00043845797662103004	0.9976435897996231	0.0005593071762929038	0.00016479793081312712	0.0004972416077597296	0.0003162628003520913	0.00038034270853796835	EAS
HG01883	AFR	0.0004738633335956558	0.0006326451399223645	0.0012662656489302211	0.0004074607818990754	0.9964404042494366	0.00035794807508980636	0.0004214127711262983	AFR
HG01890	AFR	0.0004738633335956558	0.0006326451399223645	0.0012662656489302211	0.0004074607818990754	0.9964404042494366	0.00035794807508980636	0.0004214127711262983	AFR
HG01893	AMR	0.00025372039993412643	0.0009083221709269753	0.995800427767244	0.0006061066015355147	0.0013245258825452552	0.0005087220294539447	0.0005981751483601384	AMR
HG01923	AMR	0.00024324995801001695	0.0008747886448431292	0.9959722657717088	0.0005720750455790697	0.0012765827621349433	0.0004844799633173968	0.0005765578544065419	AMR
HG01954	AMR	0.00024324995801001695	0.0008747886448431292	0.9959722657717088	0.0005720750455790697	0.0012765827621349433	0.0004844799633173968	0.0005765578544065419	AMR
HG01989	AFR	0.00047386333359433877	0.0006326451399206837	0.001266265648927887	0.0004074607818978658	0.9964404042494461	0.00035794807508799157	0.00042141277112511653	AFR
HG02013	AFR	0.0004738633335956558	0.0006326451399223645	0.0012662656489302211	0.0004074607818990754	0.9964404042494366	0.00035794807508980636	0.0004214127711262983	AFR
HG02040	EAS	0.00043845797662103004	0.9976435897996231	0.0005593071762929038	0.00016479793081312712	0.0004972416077597296	0.0003162628003520913	0.00038034270853796835	EAS
HG02076	EAS	0.00043845797662103004	0.9976435897996231	0.0005593071762929038	0.00016479793081312712	0.0004972416077597296	0.0003162628003520913	0.00038034270853796835	EAS
HG02082	EAS	0.00043845797662103004	0.9976435897996231	0.0005593071762929038	0.00016479793081312712	0.0004972416077597296	0.0003162628003520913	0.00038034270853796835	EAS
HG02084	EAS	0.00043845797662103004	0.9976435897996231	0.0005593071762929038	0.00016479793081312712	0.0004972416077597296	0.0003162628003520913	0.00038034270853796835	EAS
HG02127	EAS	0.00043845797662103004	0.9976435897996231	0.0005593071762929038	0.00016479793081312712	0.0004972416077597296	0.0003162628003520913	0.00038034270853796835	EAS
HG02133	EAS	0.00043845797662103004	0.9976435897996231	0.0005593071762929038	0.00016479793081312712	0.0004972416077597296	0.0003162628003520913	0.00038034270853796835	EAS
HG02147	AMR	0.00024324995801001695	0.0008747886448431292	0.9959722657717088	0.0005720750455790697	0.0012765827621349433	0.0004844799633173968	0.0005765578544065419	AMR
HG02186	EAS	0.00043845797662103004	0.9976435897996231	0.0005593071762929038	0.00016479793081312712	0.0004972416077597296	0.0003162628003520913	0.00038034270853796835	EAS
HG02239	EUR	0.99493284925774	0.0008046481746911829	0.002139058829768632	0.0004914524645479378	0.0006759252508726548	0.00046043011925453063	0.0004956359031251426	EUR
