s	pop	prob_EUR	prob_EAS	prob_AMR	prob_CSA	prob_AFR	prob_OCE	prob_MID	true_pop
HG00844	EAS	0.00043845797662103004	0.9976435897996231	0.0005593071762929038	0.00016479793081312712	0.0004972416077597296	0.0003162628003520913	0.00038034270853796835	EAS
HG00881	EAS	0.00043845797662103004	0.9976435897996231	0.0005593071762929038	0.00016479793081312712	0.0004972416077597296	0.0003162628003520913	0.00038034270853796835	EAS
HG01047	AMR	0.0002687102829873048	0.000921757270561114	0.9957342314765562	0.0006025904888449054	0.0013457243240451472	0.0005103182047936945	0.0006166679522116874	AMR
HG01085	AMR	0.00030311568997087906	0.0010110177937057787	0.9953734997665963	0.0006575088115478662	0.0014453919647568639	0.0005476566426258364	0.0006618093307962588	AMR
HG01092	AMR	0.0002738833753939799	0.0009371971212314142	0.9956346155193341	0.0006128250644872747	0.0013954671364701998	0.0005189043062097567	0.0006271074768732648	AMR
HG01136	AMR	0.0002432502461273849	0.0008747905653485347	0.9959722613190034	0.0005720754796559774	0.0012765835684755574	0.0004844804225531452	0.0005765583988360457	AMR
HG01173	AMR	0.0007118564843734689	0.0014439782277834291	0.9929211319879537	0.0009449696783489956	0.0021816823326873493	0.0007997712918240605	0.0009966099970289887	AMR
HG01182	AMR	0.00026306466883972815	0.0009047254252771077	0.9958222881805425	0.0005916036205507878	0.0013209752676367004	0.0005010784189230906	0.0005962644182299894	AMR
HG01250	AMR	0.0002432502461273849	0.0008747905653485347	0.9959722613190034	0.0005720754796559774	0.0012765835684755574	0.0004844804225531452	0.0005765583988360457	AMR
HG01271	AMR	0.0002432502461273849	0.0008747905653485347	0.9959722613190034	0.0005720754796559774	0.0012765835684755574	0.0004844804225531452	0.0005765583988360457	AMR
HG01278	AMR	0.0002432502461273849	0.0008747905653485347	0.9959722613190034	0.0005720754796559774	0.0012765835684755574	0.0004844804225531452	0.0005765583988360457	AMR
HG01305	AMR	0.0002432502461273849	0.0008747905653485347	0.9959722613190034	0.0005720754796559774	0.0012765835684755574	0.0004844804225531452	0.0005765583988360457	AMR
HG01341	AMR	0.0002910552123856049	0.0009723731570314911	0.9954498197929034	0.0006621977570564804	0.001446481210321043	0.0005379544285139968	0.0006401184417877913	AMR
HG01345	AMR	0.0002432502461273849	0.0008747905653485347	0.9959722613190034	0.0005720754796559774	0.0012765835684755574	0.0004844804225531452	0.0005765583988360457	AMR
HG01374	AMR	0.0002432502461273849	0.0008747905653485347	0.9959722613190034	0.0005720754796559774	0.0012765835684755574	0.0004844804225531452	0.0005765583988360457	AMR
HG01389	AMR	0.00024332886127834485	0.000874901411328052	0.9959717691516387	0.0005721430126823912	0.001276688562974885	0.0004845406619231503	0.0005766283381747793	AMR
HG01412	AMR	0.0002432502461273849	0.0008747905653485347	0.9959722613190034	0.0005720754796559774	0.0012765835684755574	0.0004844804225531452	0.0005765583988360457	AMR
HG01447	AMR	0.0002579179563882627	0.0009046525140980798	0.9958016181140708	0.0005917108615158936	0.0013467070944704717	0.0005010639130017054	0.0005963295464546431	AMR
HG01461	AMR	0.0002432502461273849	0.0008747905653485347	0.9959722613190034	0.0005720754796559774	0.0012765835684755574	0.0004844804225531452	0.0005765583988360457	AMR
HG01503	EUR	0.9961842509216295	0.0006459249995992813	0.0014747002721392656	0.0003942542753548285	0.0005334670735149421	0.0003696675623087345	0.00039773489545336934	EUR
